,date,likes,reposts,views,comments,name,price,product_category,catalog_category,time,time_category
580,24.07.2023,66,33,26584,0,Приталенные платья с цветочным принтом ,2890,платья,платья,16:52:33,дневное
581,24.07.2023,62,77,19856,0,Трикотажные платья-макси с открытой спинкой ,2790,платья,платья,08:45:37,утреннее
582,24.07.2023,58,55,23203,1,Трикотажные мягкие костюмы с укороченным джемпером ,3690,костюмы,комплекты,07:40:51,утреннее
583,24.07.2023,234,121,89124,0,Небесное платье-макси с принтом ,2590,платья,платья,02:25:00,ночное
584,23.07.2023,137,114,52420,0,Платье-миди со шнуровкой на спинке ,2390,платья,платья,22:04:00,ночное
585,23.07.2023,55,39,22731,0,Муслиновые комплекты с шортиками  ,2590,комплекты,комплекты,19:38:41,вечернее
586,23.07.2023,65,31,27412,7,Приталенные платья с объёмными рукавами ,2550,платья,платья,07:42:43,утреннее
587,22.07.2023,36,26,23193,0,Брючный комплект с ярким принтом ,2890,комплекты,комплекты,09:24:14,утреннее
588,21.07.2023,43,20,14589,0,Брючные комплекты с жилетом ,3250,комплекты,комплекты,07:37:36,утреннее
589,20.07.2023,130,90,25880,5,Атласные изумрудные костюмы с пиджаком ,2950,костюмы,комплекты,17:36:37,дневное
590,20.07.2023,39,31,16715,0,Рубашки с воротничком с принтом в сердечко  ,2550,рубашки,блузки/рубашки/свитера,09:32:03,утреннее
591,20.07.2023,51,22,16048,0,Платья-макси в сердечки ,2790,платья,платья,03:28:00,ночное
592,20.07.2023,57,34,11407,0,Кружевные комплекты с широким лифом ,1590,комплекты,комплекты,00:44:00,ночное
593,19.07.2023,27,20,16458,0,Приталенные дизайнерские платья ,2790,платья,платья,22:20:00,ночное
594,19.07.2023,48,36,14689,0,Комплект белья в сердечки с поясом ,1690,комплекты,комплекты,19:23:44,вечернее
595,19.07.2023,40,29,18997,0,Комплекты с жилетом и шортами ,2590,комплекты,комплекты,08:13:52,утреннее
596,19.07.2023,37,31,16847,0,Ярусные муслиновые платья ,2590,платья,платья,04:28:00,ночное
597,19.07.2023,105,78,26863,0,Юбочки на запах чернильного цвета ,1690,платья,платья,02:12:00,ночное
598,18.07.2023,57,27,14948,0,Золотистые комплекты из мягкого муслина ,2550,комплекты,комплекты,23:08:00,ночное
599,18.07.2023,76,80,34199,1,Шикарный комплект белья с поясом ,1699,комплекты,комплекты,20:06:52,вечернее
600,18.07.2023,26,33,18150,0,Комплект из хлопкового муслина в сердечки ,2990,комплекты,комплекты,17:05:40,дневное
601,18.07.2023,23,17,15367,0,Идеальный базовый комплект с рубашкой и шортами ,2590,комплекты,комплекты,12:43:57,дневное
602,18.07.2023,43,29,15134,0,Удивительно нежный молочный комплект с шортиками ,3350,комплекты,комплекты,11:01:10,утреннее
603,18.07.2023,36,35,17041,0,Костюм цвета какао с жилетом ,2690,костюмы,комплекты,09:28:29,утреннее
604,17.07.2023,103,82,36089,1,Атласные платья с открытой спинкой ,2590,платья,платья,19:46:33,вечернее
605,17.07.2023,67,56,22360,0,Рубашки из нежного муслина в винтажном стиле ,2250,рубашки,блузки/рубашки/свитера,14:32:37,дневное
606,17.07.2023,42,23,10813,0,Прекрасный кружевной комплект с широким лифом ,1790,комплекты,комплекты,11:39:32,утреннее
607,17.07.2023,27,15,16749,0,Платья в стиле кантри со съёмным воротничком ,2690,платья,платья,08:48:29,утреннее
608,16.07.2023,775,555,132034,39,Атласные изумрудные костюмы с пиджаком ,2950,костюмы,комплекты,19:20:03,вечернее
609,16.07.2023,141,143,35756,5,Трикотажные платья с открытой спинкой ,2390,платья,платья,18:01:20,вечернее
610,16.07.2023,58,33,23267,1,Яркие брючные комплекты с принтом ,2790,комплекты,комплекты,07:41:16,утреннее
611,15.07.2023,28,19,13179,1,Шикарные трикотажные платья со шнуровкой ,1950,платья,платья,17:06:20,дневное
612,15.07.2023,47,22,16726,1,Нежные платья с открытыми плечами и цветочным принтом ,2390,платья,платья,07:47:02,утреннее
613,14.07.2023,37,13,11771,2,Платье с воротничком в стиле кантри ,2790,платья,платья,16:48:20,дневное
614,14.07.2023,83,37,41778,2,Идеальное белое платье приталенного кроя ,2590,платья,платья,10:01:33,утреннее
615,13.07.2023,62,37,29449,1,Атласные юбочки-миди с принтом ,1950,платья,платья,11:14:16,утреннее
616,13.07.2023,61,37,25719,1,Платья с объемными рукавами на запах ,2550,платья,платья,05:04:00,ночное
617,13.07.2023,38,28,21435,0,Брючные комплекты с жилетом ,3250,комплекты,комплекты,02:38:00,ночное
618,13.07.2023,31,16,11070,0,Хлопковые комплекты с шортами ,2590,комплекты,комплекты,00:24:00,ночное
619,12.07.2023,25,19,12063,0,Тройной комплект белья в горошек ,1690,комплекты,комплекты,22:15:00,ночное
620,12.07.2023,102,67,28067,0,Муслиновые комплекты с шортиками ,2550,комплекты,комплекты,13:34:53,дневное
621,11.07.2023,37,39,19146,0,Трикотажные костюмы с укороченным джемпером ,3390,костюмы,комплекты,20:01:51,вечернее
622,11.07.2023,99,82,41067,1,Шикарные трикотажные комплекты с юбкой ,3390,платья,платья,13:19:22,дневное
623,11.07.2023,53,37,23405,1,Волшебные хлопковые платья с открытой спинкой ,2690,платья,платья,10:26:47,утреннее
624,11.07.2023,20,14,8725,0,Джинсовый комплект с шортами со шнуровкой ,2690,комплекты,комплекты,08:08:54,утреннее
625,11.07.2023,23,24,19712,0,Платья с воротничком и ярким принтом ,2690,платья,платья,05:41:15,ночное
626,10.07.2023,29,12,12328,0,Платья-миди в винтажном стиле ,2690,платья,платья,03:24:00,ночное
627,09.07.2023,32,28,11192,1,Атласные тройные комплекты с шортиками ,2550,комплекты,комплекты,21:44:00,вечернее
628,09.07.2023,52,54,20806,1,Cарафаны с завязками на плечах ,2550,сарафаны,платья,19:39:01,вечернее
629,09.07.2023,94,62,30949,2,Атласные платья-макси небесного цвета ,2490,платья,платья,13:49:45,дневное
630,09.07.2023,392,264,105723,27,Платье-макси с принтом в сердечки ,2790,платья,платья,07:01:14,утреннее
631,09.07.2023,57,29,24812,2,Хлопковые платья-миди на запахе ,2450,платья,платья,04:04:00,ночное
632,09.07.2023,49,34,24947,3,Брючные комплекты с жилетом ,2990,комплекты,комплекты,01:12:00,ночное
633,08.07.2023,41,49,17161,0,Комплект белья в сердечко с поясом ,1690,комплекты,комплекты,22:40:00,ночное
634,08.07.2023,80,53,24708,0,Рубашка в сердечки в стиле кантри ,2550,рубашки,блузки/рубашки/свитера,20:28:32,вечернее
635,08.07.2023,37,18,16502,2,Трикотажные платья со шнуровкой на спинке ,1950,платья,платья,15:37:22,дневное
636,08.07.2023,31,22,13085,0,Нежные платья из хлопкового муслина ,2590,платья,платья,10:25:49,утреннее
637,08.07.2023,31,18,15080,2,Комплекты с шортами и жилетом ,2690,комплекты,комплекты,05:49:08,ночное
638,07.07.2023,58,42,20286,0,Комплекты из смесового льна и хлопка ,2690,комплекты,комплекты,20:03:18,вечернее
639,07.07.2023,41,37,19112,0,Атласные комплекты с юбочкой ,1890,платья,платья,14:01:00,дневное
640,07.07.2023,4,0,8022,0,"Дорогие девушки, кто уже делал заказ у нас! 
 
Напоминаем , что за отзыв о вашем предыдущем заказе - вы получите скидку 5% на любой следующий заказ ",1340,платья,платья,13:03:29,дневное
641,07.07.2023,59,47,15411,1,Вязаное пляжное платье с открытой спинкой ,1990,платья,платья,09:14:48,утреннее
642,07.07.2023,55,29,16010,0,Малиновый комплект белья с поясом ,1690,комплекты,комплекты,06:23:32,утреннее
643,06.07.2023,85,72,19103,5,Трикотажные платья-макси с открытой спинкой ,2790,платья,платья,14:00:19,дневное
644,06.07.2023,140,81,45385,4,Идеальное белое платье приталенного кроя ,2550,платья,платья,09:05:41,утреннее
645,05.07.2023,184,101,60591,6,Хлопковые комплекты с шортами ,2550,комплекты,комплекты,12:27:06,дневное
646,05.07.2023,50,40,20765,1,Трикотажные платья с V-образным вырезом ,2590,платья,платья,08:35:16,утреннее
647,04.07.2023,45,27,18121,0,Лазурные комплекты с шортами ,2390,комплекты,комплекты,16:08:03,дневное
648,04.07.2023,27,25,10024,0,Комплект брючный из хлопкового мулсина в стиле кантри ,2590,комплекты,комплекты,07:08:31,утреннее
649,03.07.2023,84,69,28587,1,Нежный тройной комплект белья с вышивкой ,1790,комплекты,комплекты,18:28:26,вечернее
650,03.07.2023,17,15,16643,0,Платья в винтажном стиле с принтом ,2790,платья,платья,14:42:44,дневное
651,03.07.2023,37,46,12978,0,Трикотажные брючные ксотюмы со шнуровкой на топе ,2950,топы,блузки/рубашки/свитера,10:33:50,утреннее
652,02.07.2023,97,81,41650,6,Шифоновые платья со шнуровкой ,2250,платья,платья,11:52:27,утреннее
653,02.07.2023,37,17,27896,1,Атласные комплекты с юбкой ,1890,платья,платья,08:02:47,утреннее
654,02.07.2023,26,25,15016,4,Платье с открытыми плечами и цветочным принтом ,2390,платья,платья,04:44:00,ночное
655,02.07.2023,78,29,19527,4,Комплекты из золотистого муслина ,2550,комплекты,комплекты,01:12:00,ночное
656,01.07.2023,24,26,12138,0,Шикарный комплект в сердечко с поясом ,1790,комплекты,комплекты,20:29:00,вечернее
657,01.07.2023,35,23,11723,1,Трикотажные платья-бандо длины макси ,2450,платья,платья,05:05:00,ночное
658,01.07.2023,31,11,9970,0,Хлопковые платья с открытой спинкой ,2590,платья,платья,02:32:00,ночное
659,01.07.2023,49,22,17266,0,Хлопковые базовые комплекты с шортами ,2550,комплекты,комплекты,00:08:00,ночное
660,30.06.2023,27,22,11931,0,Комплект белья в сердечко с поясом ,1690,комплекты,комплекты,20:12:00,вечернее
661,30.06.2023,73,50,23384,0,Сарафаны длины миди с завязками на плечах ,2290,сарафаны,платья,18:23:43,вечернее
662,30.06.2023,26,10,10816,0,Комплекты из муслина в сердечко ,2950,комплекты,комплекты,10:06:37,утреннее
663,30.06.2023,108,100,51426,2,Шикарный комплекты белья из сеточки с поясом ,1590,комплекты,комплекты,04:44:00,ночное
664,30.06.2023,29,28,16129,0,Платье-миди со шнуровкой на спинке ,2390,платья,платья,02:10:00,ночное
665,29.06.2023,28,22,14432,0,Хлопковые комплекты с шортами ,2550,комплекты,комплекты,23:50:00,ночное
666,29.06.2023,14,16,15334,0,Платье в сердечко с открытыми плечами ,2550,платья,платья,20:51:56,вечернее
667,29.06.2023,26,19,10719,0,Шикарный лиловый комплект белья с поясом ,1690,комплекты,комплекты,15:27:32,дневное
668,27.06.2023,271,191,86205,7,Небесное платье-миди с принтом ,2490,платья,платья,14:28:10,дневное
669,27.06.2023,62,31,25513,0,Приталенные платья с открытыми плечами ,2690,платья,платья,07:53:27,утреннее
670,26.06.2023,58,64,15435,2,Хлопковые комплекты в стиле кантри ,2690,комплекты,комплекты,09:06:20,утреннее
671,26.06.2023,34,15,12044,3,Приталенное платье в винтажном стиле ,1950,платья,платья,07:02:24,утреннее
672,25.06.2023,33,20,12399,0,Нежные платья с цветочным принтом ,2390,платья,платья,20:35:46,вечернее
673,25.06.2023,95,118,32712,2,Трикотажные платья с открытой спинкой ,2390,платья,платья,16:38:17,дневное
674,25.06.2023,60,27,25182,0,Топы со шнуровкой на спинке ,1390,топы,блузки/рубашки/свитера,13:59:47,дневное
675,25.06.2023,75,51,28982,1,Хлопковые комплекты с шортами ,2590,комплекты,комплекты,07:50:09,утреннее
676,24.06.2023,53,24,14187,1,Нежно-розовые платья бэби-долл ,2550,платья,платья,17:28:30,дневное
677,24.06.2023,87,41,29874,0,Сарафаны с завязками на плечах ,2550,сарафаны,платья,10:33:31,утреннее
678,23.06.2023,42,35,24478,0,Брючный комплект с ярким принтом ,2790,комплекты,комплекты,23:08:19,ночное
679,23.06.2023,90,52,33244,0,Атласные юбочки-миди с принтом ,1890,платья,платья,17:48:00,дневное
680,23.06.2023,40,58,26003,0,Комплекты из смеси льна и хлопка ,2550,комплекты,комплекты,16:35:09,дневное
681,23.06.2023,53,32,16528,0,Платья-макси с принтом в сердечко ,2790,платья,платья,11:12:24,утреннее
682,22.06.2023,220,173,68790,2,Муслиновые комплекты с шортиками ,2550,комплекты,комплекты,21:01:45,вечернее
683,22.06.2023,96,64,38171,2,Костюмы с шортами и жилетом ,2550,шорты,брюки/комбинезоны/джинсы,15:02:04,дневное
684,22.06.2023,32,23,10637,0,Платья со шнуровкой на спинке ,1890,платья,платья,07:01:21,утреннее
685,21.06.2023,60,56,26067,1,Платье с глубоким V-образным вырезом ,2390,платья,платья,12:00:13,дневное
686,20.06.2023,183,119,67232,0,Прекрасные приталенные платья со шнуровкой на спинке ,2390,платья,платья,08:18:37,утреннее
687,19.06.2023,60,89,37603,1,Комплекты из смеси льна и хлопка ,2550,комплекты,комплекты,14:20:11,дневное
688,19.06.2023,56,34,29002,0,Укороченные топы скрученного кроя ,1390,топы,блузки/рубашки/свитера,12:57:40,дневное
689,19.06.2023,42,38,21937,0,Платье в стиле кантри с принтом ,2690,платья,платья,05:07:20,ночное
690,18.06.2023,36,21,20037,0,Джинсовый комплект с шортами ,2590,комплекты,комплекты,19:35:00,вечернее
691,17.06.2023,79,69,22482,0,"Атласные комплекты с топом, халатом и шортиками ",2390,комплекты,комплекты,03:18:00,ночное
692,17.06.2023,95,74,38959,2,Муслиновый комплект в стиле кантри ,2590,комплекты,комплекты,00:25:00,ночное
693,16.06.2023,53,39,19190,2,Комплект белья с цветочной вышивкой ,1590,комплекты,комплекты,16:58:12,дневное
694,16.06.2023,20,21,16013,0,Идеальные сарафаны с жатым верхом ,2450,сарафаны,платья,09:37:11,утреннее
695,15.06.2023,113,82,35916,5,Приталенное дизайнерское платье ,2690,платья,платья,18:54:17,вечернее
696,15.06.2023,61,71,21361,1,Малиновый комплект белья с поясом ,1690,комплекты,комплекты,16:00:07,дневное
697,15.06.2023,24,21,12480,0,Платье с цветочным принтом в стиле кантри ,2690,платья,платья,09:58:47,утреннее
698,15.06.2023,52,27,18424,4,Брючный комплект с жилетом ,2890,комплекты,комплекты,07:06:29,утреннее
699,15.06.2023,110,69,27001,1,Идеальный хлопковый сарафан ,2390,сарафаны,платья,05:22:38,ночное
700,14.06.2023,47,42,21148,0,Идеальные хлопковые комплекты с шортами ,2590,комплекты,комплекты,17:31:02,дневное
701,13.06.2023,107,101,38345,0,Сарафаны с завязками на плечах ,2550,сарафаны,платья,11:06:31,утреннее
702,12.06.2023,305,249,76997,4,Костюмы с шортами из фактурного хлопка ,2390,шорты,брюки/комбинезоны/джинсы,16:04:04,дневное
703,12.06.2023,87,77,17226,1,Хлопковое платье с открытой спинкой и вышивкой ришелье ,2550,платья,платья,11:14:23,утреннее
704,12.06.2023,66,28,31724,0,Платье приталенного кроя с цветочным принтом ,2690,платья,платья,05:24:00,ночное
705,11.06.2023,108,115,36023,0,Хлопковые комплекты с брюками ,2550,комплекты,комплекты,16:17:56,дневное
706,11.06.2023,96,75,27915,3,Платье-макси с принтом в сердечки ,2790,платья,платья,13:04:09,дневное
707,11.06.2023,197,219,68143,0,Шикарный черный комплект с поясом ,1590,комплекты,комплекты,08:08:07,утреннее
708,10.06.2023,43,52,20107,1,Трикотажные платья со шнуровкой ,1890,платья,платья,20:49:11,вечернее
709,10.06.2023,49,20,22166,1,Шортики с зебра-принтом ,1890,шорты,брюки/комбинезоны/джинсы,10:42:41,утреннее
710,10.06.2023,58,40,19556,0,Комплект белья с поясом ,1590,комплекты,комплекты,06:55:41,утреннее
711,09.06.2023,27,25,16923,0,Идеальный базовый купальник с открытой спинкой ,1550,купальники,купальники,12:38:31,дневное
712,08.06.2023,65,63,20561,0,Платье из денима с поясом ,2890,платья,платья,12:51:06,дневное
713,08.06.2023,36,30,16380,0,Платье с белым воротничком и подолом ,2590,платья,платья,05:12:00,ночное
714,07.06.2023,31,21,16100,1,Платье с открытыми плечами в принт сердечки ,2550,платья,платья,23:45:00,ночное
715,07.06.2023,39,34,16116,1,Комплект из хлопкового муслина в стиле кантри ,2450,комплекты,комплекты,20:37:35,вечернее
716,07.06.2023,82,78,21757,0,Хлопковые костюмы с шортами ,2550,шорты,брюки/комбинезоны/джинсы,18:38:55,вечернее
717,07.06.2023,141,68,41480,3,Нежно-розовые платья бэби-долл ,2550,платья,платья,13:13:24,дневное
718,07.06.2023,52,47,20153,0,Хлопковые комплекты с шортами ,2550,комплекты,комплекты,08:48:34,утреннее
719,06.06.2023,23,15,16312,1,Брючные комплекты с жилетом ,2890,комплекты,комплекты,02:53:00,ночное
720,05.06.2023,33,36,11499,0,Комплект белья из сеточки в горошек ,1550,комплекты,комплекты,23:28:00,ночное
721,05.06.2023,51,42,19329,0,Комплект с шортами и жилетом ,2590,комплекты,комплекты,10:58:19,утреннее
722,05.06.2023,20,25,17495,0,Комфортные трикотажные комплекты с шортами ,2250,комплекты,комплекты,06:05:17,утреннее
723,04.06.2023,67,74,31222,0,Хлопковые комплекты с шортами ,2550,комплекты,комплекты,17:55:20,дневное
724,04.06.2023,59,66,30120,0,Атласные комплекты с юбкой ,1890,платья,платья,03:08:00,ночное
725,04.06.2023,39,19,26894,0,Шортики с зебровым принтом ,1890,шорты,брюки/комбинезоны/джинсы,00:24:00,ночное
726,03.06.2023,36,23,17399,0,Оливковые платья-миди в винтажном стиле ,2550,платья,платья,20:48:00,вечернее
727,03.06.2023,33,28,19216,0,Брючный комплект с жилетом ,2890,комплекты,комплекты,14:53:23,дневное
728,03.06.2023,104,91,39050,1,Платья со шнуровкой на спинке ,1890,платья,платья,09:32:36,утреннее
729,03.06.2023,41,26,23597,0,Изумительные платья в винтажном стиле с принтом ,2690,платья,платья,08:17:59,утреннее
730,02.06.2023,39,36,26672,3,Платья с обьемными рукавами в длине миди ,2390,платья,платья,19:39:23,вечернее
731,02.06.2023,43,49,16158,0,Муслиновые нежные комплекты в кантри-стиле ,2550,комплекты,комплекты,09:25:11,утреннее
732,01.06.2023,52,45,16062,1,Комплекты из хлопкового муслина в кантри-стиле,2550,комплекты,комплекты,13:38:00,дневное
733,01.06.2023,175,108,37138,0,Хлопковые комплекты с рубашкой и шортами ,2590,комплекты,комплекты,11:24:00,утреннее
734,01.06.2023,48,49,12232,0,Комплект белья с корсетным лифом ,1790,комплекты,комплекты,09:18:00,утреннее
735,31.05.2023,70,50,19120,0,Приталенное платье с открытыми плечами ,2690,платья,платья,18:53:42,вечернее
736,31.05.2023,61,44,20260,1,Атласные комплекты с шортами ,2390,комплекты,комплекты,15:19:13,дневное
737,31.05.2023,32,18,17876,0,Комплект из денима с юбкой ,2490,платья,платья,05:16:00,ночное
738,31.05.2023,24,24,10903,0,Платье с принтом в сердечки ,1550,платья,платья,02:42:00,ночное
739,30.05.2023,65,41,35743,2,Нежный комплект с принтом ,1690,комплекты,комплекты,23:42:00,ночное
740,30.05.2023,30,20,19168,0,Платья с цветочным принтом и открытыми плечами ,1950,платья,платья,13:13:26,дневное
741,30.05.2023,59,63,17647,1,Муслиновые костюмы в бежевом цвете ,2550,костюмы,комплекты,09:21:35,утреннее
742,30.05.2023,57,41,18405,1,Хлопковые комплекты с шортами ,2390,комплекты,комплекты,05:22:00,ночное
743,30.05.2023,58,22,31429,4,Прекрасные платья в винтажном стиле ,2550,платья,платья,02:44:00,ночное
744,29.05.2023,52,38,18783,4,Трикотажные комплекты с юбкой ,2990,платья,платья,23:50:00,ночное
745,29.05.2023,149,107,35120,5,Прекрасные платья-миди с цветочным принтом ,2790,платья,платья,13:54:47,дневное
746,29.05.2023,47,32,14793,0,Лазурные комплекты с шортами ,2390,комплекты,комплекты,11:52:52,утреннее
747,29.05.2023,74,78,26341,1,Сарафаны с завязками и принтом ,2250,сарафаны,платья,05:22:00,ночное
748,29.05.2023,18,12,14300,0,Платья с ярким принтом и воротничком ,2690,платья,платья,02:12:00,ночное
749,28.05.2023,178,175,32161,0,Хлопковое платье с открытой спинкой и вышивкой ришелье ,2550,платья,платья,11:33:51,утреннее
750,28.05.2023,151,169,25716,2,Приталенное оливковое платье ,2690,платья,платья,02:24:00,ночное
751,27.05.2023,44,37,20729,1,Шикарные комплекты белья с поясом ,1690,комплекты,комплекты,23:33:00,ночное
752,27.05.2023,98,83,21668,0,Сарафаны с завязками на плечах ,2550,сарафаны,платья,19:24:17,вечернее
753,27.05.2023,68,58,20834,4,Платье-миди небесного цвета с принтом ,2550,платья,платья,12:07:45,дневное
754,27.05.2023,85,109,18705,5,Хлопковые костюмы в стиле кантри ,2690,костюмы,комплекты,07:08:59,утреннее
755,27.05.2023,47,51,17101,0,Комплекты с поясом из мягкой мерочки ,1550,комплекты,комплекты,00:09:00,ночное
756,26.05.2023,114,69,26121,2,Юбка на запахе чернильного цвета ,1590,платья,платья,20:08:52,вечернее
757,26.05.2023,68,67,17889,0,Комплект с шортами и поясом ,2590,комплекты,комплекты,18:42:20,вечернее
758,26.05.2023,215,218,66300,5,Брючный комплект из смеси льна и хлопка ,2550,комплекты,комплекты,15:41:19,дневное
759,25.05.2023,47,53,17964,2,Комплекты из хлопкового муслина ,2390,комплекты,комплекты,14:21:18,дневное
760,25.05.2023,59,50,19221,2,Платья с цветочным принтом и объёмными рукавами ,2550,платья,платья,12:07:03,дневное
761,25.05.2023,35,21,15222,4,Идеальные брючные комплекты с жилетом ,2890,комплекты,комплекты,08:33:44,утреннее
762,25.05.2023,21,19,13929,0,Шикарный лиловый комплект с поясом ,1690,комплекты,комплекты,02:42:00,ночное
763,24.05.2023,50,56,19429,0,Атласные платья с открытой спинкой ,2390,платья,платья,23:48:12,ночное
764,24.05.2023,45,43,11334,2,Платья из денима с поясом ,2890,платья,платья,20:00:11,вечернее
765,24.05.2023,70,58,21622,0,Приталенные хлопковые платья с объёмными рукавами ,2690,платья,платья,13:31:17,дневное
766,24.05.2023,63,36,21653,0,Атласные блузки свободного кроя ,1950,блузы,блузки/рубашки/свитера,08:26:22,утреннее
767,24.05.2023,35,19,12645,0,Брючные комплекты с жилетом ,2890,комплекты,комплекты,05:20:45,ночное
768,23.05.2023,51,40,16300,0,Атласные комплекты с юбочкой ,1790,платья,платья,08:52:38,утреннее
769,23.05.2023,40,36,15209,0,Платья с открытыми плечами приталенного кроя ,2690,платья,платья,05:24:00,ночное
770,23.05.2023,42,40,19990,0,Атласные юбочки-миди с принтом ,1890,платья,платья,02:38:00,ночное
771,22.05.2023,26,28,15192,0,Топы скрученного кроя ,1390,топы,блузки/рубашки/свитера,23:34:00,ночное
772,22.05.2023,96,97,19995,2,Платье-миди с цветочным принтом ,2390,платья,платья,20:01:44,вечернее
773,22.05.2023,43,53,17034,0,Ярусные платья из хлопкового муслина ,2450,платья,платья,10:13:51,утреннее
774,22.05.2023,83,68,60205,0,Сарафаны с вырезами на талии ,2390,сарафаны,платья,03:08:00,ночное
775,22.05.2023,85,37,29069,0,Платье с цветочным принтом в стиле кантри ,2690,платья,платья,00:34:00,ночное
776,21.05.2023,42,50,17392,0,Хлопковые комплекты с юбкой ,2590,платья,платья,19:04:10,вечернее
777,21.05.2023,51,59,11951,3,Платья с открытыми плечами и цветочным принтом ,2390,платья,платья,12:17:40,дневное
778,21.05.2023,58,55,16823,0,Нежный муслиновый комплект с шортиками ,2550,комплекты,комплекты,09:03:56,утреннее
779,20.05.2023,27,39,15869,0,Купальники с высокой посадкой ,1550,купальники,купальники,18:11:07,вечернее
780,20.05.2023,60,55,16802,0,Трикотажные платья со шнуровкой на спинке ,1890,платья,платья,07:27:48,утреннее
781,20.05.2023,35,26,17646,0,Хлопковые платья с поясом ,2690,платья,платья,03:29:00,ночное
782,20.05.2023,27,28,13055,0,Хлопковый комбинезон с поясом ,2550,комбинезоны,брюки/комбинезоны/джинсы,00:48:00,ночное
783,19.05.2023,30,25,12464,0,Кружевной белый комплект с поясом ,1590,комплекты,комплекты,20:47:40,вечернее
784,19.05.2023,60,52,21940,0,Прекрасные плать с притом и открытыми плечами ,2550,платья,платья,17:06:05,дневное
785,19.05.2023,51,41,17191,0,Волшебные приталенные платья ,2390,платья,платья,11:24:45,утреннее
786,18.05.2023,94,156,28151,0,Шикарный черный комплект с поясом ,1690,комплекты,комплекты,12:27:47,дневное
787,18.05.2023,82,79,24265,2,Муслиновый костюм в бохо-стиле ,2590,костюмы,комплекты,03:24:00,ночное
788,18.05.2023,22,18,16684,0,Платья с воротничком и ярким принтом ,2690,платья,платья,00:08:00,ночное
789,17.05.2023,32,10,13098,0,Платье в горошек с открытыми плечами ,2390,платья,платья,19:42:00,вечернее
790,17.05.2023,53,46,20128,9,Хлопковые комплекты с шортами ,2590,комплекты,комплекты,16:47:23,дневное
791,17.05.2023,407,383,71667,2,Платье с цветочным принтом и шнуровкой на спинке ,2390,платья,платья,09:30:00,утреннее
792,17.05.2023,43,36,12586,2,Брючный костюм оливкового цвета ,2890,костюмы,комплекты,06:52:48,утреннее
793,17.05.2023,72,93,18928,3,Муслиновый брючный комплект ,2590,комплекты,комплекты,01:08:00,ночное
794,16.05.2023,28,19,13692,0,Кружевной комплект с поясом ,1690,комплекты,комплекты,22:18:00,ночное
795,16.05.2023,148,158,28111,2,Брючный костюм с топом из хлопка ,2690,топы,блузки/рубашки/свитера,19:40:01,вечернее
796,16.05.2023,32,20,14063,0,Куртка-кожанка в винтажном стиле ,3450,куртки,верхняя одежда,05:38:49,ночное
797,16.05.2023,39,21,12961,0,Шифоновое платье с принтом ,2690,платья,платья,01:22:00,ночное
798,15.05.2023,80,106,22255,0,Хлопковые комплекты с удлинёнными шортами ,2550,комплекты,комплекты,20:33:42,вечернее
799,15.05.2023,52,46,17122,0,Удлиненный пиджак-платье ,2890,платья,платья,10:35:58,утреннее
800,15.05.2023,43,20,17913,0,Хлопковые комплекты с шортами в стиле кантри ,2690,комплекты,комплекты,07:15:50,утреннее
801,15.05.2023,46,25,22777,0,Платье с открытыми плечами в сердечко ,2550,платья,платья,05:28:00,ночное
802,15.05.2023,28,26,15476,0,Брючный костюм с жилетом ,2790,костюмы,комплекты,03:22:00,ночное
803,15.05.2023,44,47,25489,0,Кружевной комплект с поясом ,1690,комплекты,комплекты,01:14:00,ночное
804,14.05.2023,38,43,12828,0,Зеленое платье с v-образным вырезом ,2550,платья,платья,22:28:00,ночное
805,14.05.2023,25,22,18370,0,Муслиновый комплект с шортами ,2690,комплекты,комплекты,19:56:45,вечернее
806,14.05.2023,51,41,16716,2,Нежное платье бэби-долл ,2550,платья,платья,18:16:20,вечернее
807,14.05.2023,42,33,15050,2,Платье из денима с поясом ,2790,платья,платья,11:54:04,утреннее
808,14.05.2023,189,116,52474,2,Персиковый комплект с поясом ,1690,комплекты,комплекты,06:31:58,утреннее
809,14.05.2023,45,49,18887,0,Муслиновые комплекты с открытыми плечами ,2590,комплекты,комплекты,02:48:00,ночное
810,13.05.2023,36,32,13132,0,Приталенные дизайнерские платья ,2690,платья,платья,23:34:00,ночное
811,13.05.2023,36,19,14698,0,Кружевные комплекты с высокой посадкой ,1790,комплекты,комплекты,20:27:14,вечернее
812,13.05.2023,66,69,14509,2,Хлопковое платье с открытой спинкой ,1950,платья,платья,16:17:23,дневное
813,13.05.2023,45,51,15757,0,Шикарный комплект лазурного цвета ,1690,комплекты,комплекты,13:56:40,дневное
814,13.05.2023,123,122,32092,3,Комплект из золотистого муслина ,2550,комплекты,комплекты,09:02:24,утреннее
815,13.05.2023,52,48,13931,0,Хлопковые комплекты с рубашкой и шортами ,2550,комплекты,комплекты,04:42:00,ночное
816,13.05.2023,65,54,13649,0,Хлопковый комплект с юбкой ,2790,платья,платья,01:48:00,ночное
817,12.05.2023,21,23,9086,0,Шикарный комплект белья со стрепами ,1690,комплекты,комплекты,22:46:00,ночное
818,12.05.2023,107,104,26189,0,Атласные тройные комплекты ,2550,комплекты,комплекты,19:45:44,вечернее
819,12.05.2023,31,25,17333,0,Идеальные рубашки в клеточку ,1950,рубашки,блузки/рубашки/свитера,10:46:34,утреннее
